OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight
11058,BLAUS,9,00:00.0,00:00.0,NULL,3,31.14
11059,RICAR,2,00:00.0,00:00.0,NULL,2,85.8
11060,FRANS,2,00:00.0,00:00.0,00:00.0,2,10.98
11061,GREAL,4,00:00.0,00:00.0,NULL,3,14.01
11062,REGGC,4,00:00.0,00:00.0,NULL,2,29.93
11063,HUNGO,3,00:00.0,00:00.0,00:00.0,2,81.73
11064,SAVEA,1,00:00.0,00:00.0,00:00.0,1,30.09
11065,LILAS,8,00:00.0,00:00.0,NULL,1,12.91
11066,WHITC,7,00:00.0,00:00.0,00:00.0,2,44.72
11067,DRACD,1,00:00.0,00:00.0,00:00.0,2,7.98
11068,QUEEN,8,00:00.0,00:00.0,NULL,2,81.75
11069,TORTU,1,00:00.0,00:00.0,00:00.0,2,15.67
11070,LEHMS,2,00:00.0,00:00.0,NULL,1,136
11071,LILAS,1,00:00.0,00:00.0,NULL,1,0.93
11072,ERNSH,4,00:00.0,00:00.0,NULL,2,258.64
11073,PERIC,2,00:00.0,00:00.0,NULL,2,24.95
11074,SIMOB,7,00:00.0,00:00.0,NULL,2,18.44
11075,RICSU,8,00:00.0,00:00.0,NULL,2,6.19
11076,BONAP,4,00:00.0,00:00.0,NULL,2,38.28
11077,RATTC,1,00:00.0,00:00.0,NULL,2,8.53
